id,brd,src,chnl,tact_id,cpgn_id,cpgn,act_nm,act_dt,ta,indc,trans_id,cntt_id,cntt_nm,subj_ln,url,devc_nm,aset_id,suggestion_id,email,act_cnt,src_chnl_nm,src_act_nm,src_devc_nm,src_brd_nm,npi,sub_chnl,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10
2917,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,eIhxvPUMjAotPIasslzJuSdivUVnYJMcgRFqSycAPOzkpWFpFsaxitDVWBMTxqpBJXVFsTCmHjbZQzlpbpyIdFccAfvRpDfHUqfRrGYoNiOymfLldScqmtPHXfbB,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2918,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,EToVMNWWQHhXgODCdwcbVhHERiWvgNxjyafsfcrmwKhNAsFetbxzfpHdkgzVmTyRFoAjRWmicoNntxcTnPShscIcGTbLjjSMaiqekkYyTERKmvRYpXJZWRGZXwkAi,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2919,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,eIhxvPUMjAotPIasslzJuSdivUVnYJMcgRFqSycAPOzkpWFpFsaxitDVWBMTxqpBJXVFsTCmHjbZQzlpbpyIdFccAfvRpDfHUqfRrGYoNiOymfLldScqmtPHXfbB,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2920,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,EKkfDbTCrhzqXGNFCuOImBURnoAlDjGfziOzvKGXRmiFTgnATRaReQRZauKyihxcHYSqtfDeZEnAdTGMURnGBmitDbBCSnQtkMchvNqmLKbqyfydxvanCLPcxyD,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2921,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,eIhxvPUMjAotPIasslzJuSdivUVnYJMcgRFqSycAPOzkpWFpFsaxitDVWBMTxqpBJXVFsTCmHjbZQzlpbpyIdFccAfvRpDfHUqfRrGYoNiOymfLldScqmtPHXfbB,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2922,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,EKkfDbTCrhzqXGNFCuOImBURnoAlDjGfziOzvKGXRmiFTgnATRaReQRZauKyihxcHYSqtfDeZEnAdTGMURnGBmitDbBCSnQtkMchvNqmLKbqyfydxvanCLPcxyD,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2923,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,eIhxvPUMjAotPIasslzJuSdivUVnYJMcgRFqSycAPOzkpWFpFsaxitDVWBMTxqpBJXVFsTCmHjbZQzlpbpyIdFccAfvRpDfHUqfRrGYoNiOymfLldScqmtPHXfbB,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2924,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,EKkfDbTCrhzqXGNFCuOImBURnoAlDjGfziOzvKGXRmiFTgnATRaReQRZauKyihxcHYSqtfDeZEnAdTGMURnGBmitDbBCSnQtkMchvNqmLKbqyfydxvanCLPcxyD,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2925,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,cdwKnlWFGfEILKnmqnYiETTtsSFOsyOJCqSMZFlcZMLbEeWHIoxzpXdHHsogCRuiWzUnKBwOfCfoLxrxRWdKvylpktfdSKjZvzIsjchKtefFjZgAIXP,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2926,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2927,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2928,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2929,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,cdwKnlWFGfEILKnmqnYiETTtsSFOsyOJCqSMZFlcZMLbEeWHIoxzpXdHHsogCRuiWzUnKBwOfCfoLxrxRWdKvylpktfdSKjZvzIsjchKtefFjZgAIXP,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2930,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2931,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2932,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,cdwKnlWFGfEILKnmqnYiETTtsSFOsyOJCqSMZFlcZMLbEeWHIoxzpXdHHsogCRuiWzUnKBwOfCfoLxrxRWdKvylpktfdSKjZvzIsjchKtefFjZgAIXP,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2933,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2934,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,LjljUVkubsZeIsbnPIQkShDBOITpNdBytPCHCXXCcLGpMLvAzwGiTKQXGyqZadVhqAfURtrwyXcWPCXKkPMMHptMwIICDpXNBujknzAqlKJrncWTnRdolfuU,,,MOBILE,YES-00770,44203,jramsey@example.org,1,Display,Impression,Mobile,Yescarta,1085741552,,,,,,,,,,,
2935,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,LjljUVkubsZeIsbnPIQkShDBOITpNdBytPCHCXXCcLGpMLvAzwGiTKQXGyqZadVhqAfURtrwyXcWPCXKkPMMHptMwIICDpXNBujknzAqlKJrncWTnRdolfuU,,,MOBILE,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Mobile,Yescarta,1085741552,,,,,,,,,,,
2936,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,LjljUVkubsZeIsbnPIQkShDBOITpNdBytPCHCXXCcLGpMLvAzwGiTKQXGyqZadVhqAfURtrwyXcWPCXKkPMMHptMwIICDpXNBujknzAqlKJrncWTnRdolfuU,,,MOBILE,YES-00770,44203,ebarker@example.net,1,Display,Impression,Mobile,Yescarta,1085741552,,,,,,,,,,,
2937,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,sXHRcaTGFkKxwPXacSOzkqpoOHaBKIxmxqQyAbyrAeohDolxvOBVbLjrOiuNirQxWyniledCyDGLwZCMRutOCzVtLwdyyVlxZUiivXkFhRczkDCfnVj,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2938,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,sXHRcaTGFkKxwPXacSOzkqpoOHaBKIxmxqQyAbyrAeohDolxvOBVbLjrOiuNirQxWyniledCyDGLwZCMRutOCzVtLwdyyVlxZUiivXkFhRczkDCfnVj,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2939,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,sXHRcaTGFkKxwPXacSOzkqpoOHaBKIxmxqQyAbyrAeohDolxvOBVbLjrOiuNirQxWyniledCyDGLwZCMRutOCzVtLwdyyVlxZUiivXkFhRczkDCfnVj,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2940,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2941,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2942,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,10/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2943,YESCARTA,Whole-Stack,DISPLAY,2433,,Sort GreenYellow,IMPRESSION,11/11/24,ONCOLOGY,DLBCL,,,wrxRWROCHXFBPOkXLsjWIZUvMvfvSCSVCmyWQlBZedVJFLfRUOZxWbHSRdASlCXAEMlubIwGxMdFjOMEWGrDoXWMxFyWOhlweryLHJZuMicnUaTvchwsoNaklq,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2944,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,11/11/24,ONCOLOGY,DLBCL,,,LjljUVkubsZeIsbnPIQkShDBOITpNdBytPCHCXXCcLGpMLvAzwGiTKQXGyqZadVhqAfURtrwyXcWPCXKkPMMHptMwIICDpXNBujknzAqlKJrncWTnRdolfuU,,,MOBILE,YES-00770,44203,jramsey@example.org,1,Display,Impression,Mobile,Yescarta,1085741552,,,,,,,,,,,
2945,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,11/11/24,ONCOLOGY,DLBCL,,,cdwKnlWFGfEILKnmqnYiETTtsSFOsyOJCqSMZFlcZMLbEeWHIoxzpXdHHsogCRuiWzUnKBwOfCfoLxrxRWdKvylpktfdSKjZvzIsjchKtefFjZgAIXP,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2946,YESCARTA,Whole-Stack,DISPLAY,2433,,Sort GreenYellow,IMPRESSION,11/11/24,ONCOLOGY,DLBCL,,,wrxRWROCHXFBPOkXLsjWIZUvMvfvSCSVCmyWQlBZedVJFLfRUOZxWbHSRdASlCXAEMlubIwGxMdFjOMEWGrDoXWMxFyWOhlweryLHJZuMicnUaTvchwsoNaklq,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2947,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,11/11/24,ONCOLOGY,DLBCL,,,LjljUVkubsZeIsbnPIQkShDBOITpNdBytPCHCXXCcLGpMLvAzwGiTKQXGyqZadVhqAfURtrwyXcWPCXKkPMMHptMwIICDpXNBujknzAqlKJrncWTnRdolfuU,,,MOBILE,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Mobile,Yescarta,1085741552,,,,,,,,,,,
2948,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,11/11/24,ONCOLOGY,DLBCL,,,cdwKnlWFGfEILKnmqnYiETTtsSFOsyOJCqSMZFlcZMLbEeWHIoxzpXdHHsogCRuiWzUnKBwOfCfoLxrxRWdKvylpktfdSKjZvzIsjchKtefFjZgAIXP,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2949,YESCARTA,Whole-Stack,DISPLAY,2433,,Sort GreenYellow,IMPRESSION,11/11/24,ONCOLOGY,DLBCL,,,wrxRWROCHXFBPOkXLsjWIZUvMvfvSCSVCmyWQlBZedVJFLfRUOZxWbHSRdASlCXAEMlubIwGxMdFjOMEWGrDoXWMxFyWOhlweryLHJZuMicnUaTvchwsoNaklq,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2950,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,11/11/24,ONCOLOGY,DLBCL,,,LjljUVkubsZeIsbnPIQkShDBOITpNdBytPCHCXXCcLGpMLvAzwGiTKQXGyqZadVhqAfURtrwyXcWPCXKkPMMHptMwIICDpXNBujknzAqlKJrncWTnRdolfuU,,,MOBILE,YES-00770,44203,ebarker@example.net,1,Display,Impression,Mobile,Yescarta,1085741552,,,,,,,,,,,
2951,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,11/11/24,ONCOLOGY,DLBCL,,,cdwKnlWFGfEILKnmqnYiETTtsSFOsyOJCqSMZFlcZMLbEeWHIoxzpXdHHsogCRuiWzUnKBwOfCfoLxrxRWdKvylpktfdSKjZvzIsjchKtefFjZgAIXP,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2952,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2953,YESCARTA,Whole-Stack,DISPLAY,2431,,Campaign 665,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,tzcopHtkQCcHMVBUqLNYIjeBTPOPzlXePArVOhXWyuiUQDhteLvBGYmmtajwAgpnRgWLhJIkrgDeexzLNbGfaawdjQrHRqmimdjYvuOpBmaXofKyDfucdg,,,UNKNOWN,YES-00770,44203,ebarker@example.net,1,Display,Impression,,Yescarta,1085741552,,,,,,,,,,,
2954,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,eIhxvPUMjAotPIasslzJuSdivUVnYJMcgRFqSycAPOzkpWFpFsaxitDVWBMTxqpBJXVFsTCmHjbZQzlpbpyIdFccAfvRpDfHUqfRrGYoNiOymfLldScqmtPHXfbB,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2955,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2956,YESCARTA,Whole-Stack,DISPLAY,2431,,Campaign 665,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,tzcopHtkQCcHMVBUqLNYIjeBTPOPzlXePArVOhXWyuiUQDhteLvBGYmmtajwAgpnRgWLhJIkrgDeexzLNbGfaawdjQrHRqmimdjYvuOpBmaXofKyDfucdg,,,UNKNOWN,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,,Yescarta,1085741552,,,,,,,,,,,
2957,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,ChOStRHEJyIRsmsPfTQAHFNfiCmQxVGsQwswBUJbepykePudMkTMTWBXDHqdGhSpZqlVxLVkpnhJlTDasHktZjmCmlNpcTmDVnAVztoEGxWFksUtSpOGWIBIkad,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2958,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2959,YESCARTA,Whole-Stack,DISPLAY,2431,,Campaign 665,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,tzcopHtkQCcHMVBUqLNYIjeBTPOPzlXePArVOhXWyuiUQDhteLvBGYmmtajwAgpnRgWLhJIkrgDeexzLNbGfaawdjQrHRqmimdjYvuOpBmaXofKyDfucdg,,,UNKNOWN,YES-00770,44203,jramsey@example.org,1,Display,Impression,,Yescarta,1085741552,,,,,,,,,,,
2960,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,eIhxvPUMjAotPIasslzJuSdivUVnYJMcgRFqSycAPOzkpWFpFsaxitDVWBMTxqpBJXVFsTCmHjbZQzlpbpyIdFccAfvRpDfHUqfRrGYoNiOymfLldScqmtPHXfbB,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2961,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,LjljUVkubsZeIsbnPIQkShDBOITpNdBytPCHCXXCcLGpMLvAzwGiTKQXGyqZadVhqAfURtrwyXcWPCXKkPMMHptMwIICDpXNBujknzAqlKJrncWTnRdolfuU,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2962,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,ChOStRHEJyIRsmsPfTQAHFNfiCmQxVGsQwswBUJbepykePudMkTMTWBXDHqdGhSpZqlVxLVkpnhJlTDasHktZjmCmlNpcTmDVnAVztoEGxWFksUtSpOGWIBIkad,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2963,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,LjljUVkubsZeIsbnPIQkShDBOITpNdBytPCHCXXCcLGpMLvAzwGiTKQXGyqZadVhqAfURtrwyXcWPCXKkPMMHptMwIICDpXNBujknzAqlKJrncWTnRdolfuU,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2964,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,eIhxvPUMjAotPIasslzJuSdivUVnYJMcgRFqSycAPOzkpWFpFsaxitDVWBMTxqpBJXVFsTCmHjbZQzlpbpyIdFccAfvRpDfHUqfRrGYoNiOymfLldScqmtPHXfbB,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2965,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,LjljUVkubsZeIsbnPIQkShDBOITpNdBytPCHCXXCcLGpMLvAzwGiTKQXGyqZadVhqAfURtrwyXcWPCXKkPMMHptMwIICDpXNBujknzAqlKJrncWTnRdolfuU,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2966,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,ChOStRHEJyIRsmsPfTQAHFNfiCmQxVGsQwswBUJbepykePudMkTMTWBXDHqdGhSpZqlVxLVkpnhJlTDasHktZjmCmlNpcTmDVnAVztoEGxWFksUtSpOGWIBIkad,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2967,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,TNDPLnCailpVFLyymmTUjYcOmSXHEHHJYrYzgSYWNwBchekLhikwBdXnfMlrLfGcjWAitfiXQyFkaKIHDSoQMgucpCOrCqdEWuXiQNWafTxvJurFTibi,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2968,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,jramsey@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2969,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,TNDPLnCailpVFLyymmTUjYcOmSXHEHHJYrYzgSYWNwBchekLhikwBdXnfMlrLfGcjWAitfiXQyFkaKIHDSoQMgucpCOrCqdEWuXiQNWafTxvJurFTibi,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2970,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,edwardsryan@example.org,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2971,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,TNDPLnCailpVFLyymmTUjYcOmSXHEHHJYrYzgSYWNwBchekLhikwBdXnfMlrLfGcjWAitfiXQyFkaKIHDSoQMgucpCOrCqdEWuXiQNWafTxvJurFTibi,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
2972,YESCARTA,Whole-Stack,DISPLAY,2432,,Sort GreenYellow,IMPRESSION,12/11/24,ONCOLOGY,DLBCL,,,SoswDvWwehVMWKkdRufIoZNjiMRzeDyyqwNxGIjFOSienNDtEAxFTGdPBGTnOxyAJVioiAJRSfbZMKuqpyKHaSDNSIkYwdNYogBOkqOtuhtojBLYZuQFaWeg,,,DESKTOP,YES-00770,44203,ebarker@example.net,1,Display,Impression,Desktop,Yescarta,1085741552,,,,,,,,,,,
